country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Kenya,2018,uniqueid_757,No,Urban,Yes,3,23,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_758,Yes,Rural,Yes,5,28,Female,Child,Single/Never Married,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_759,No,Rural,No,1,84,Male,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,2018,uniqueid_760,No,Rural,Yes,6,85,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_761,No,Rural,Yes,1,72,Male,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_762,No,Rural,Yes,8,18,Male,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_763,Yes,Urban,Yes,2,29,Female,Spouse,Married/Living together,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_764,No,Urban,No,2,82,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_765,No,Rural,Yes,5,40,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_766,No,Rural,No,2,48,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_767,No,Rural,Yes,9,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_768,Yes,Urban,Yes,5,35,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Kenya,2018,uniqueid_769,No,Urban,Yes,3,25,Female,Spouse,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_770,No,Rural,Yes,3,47,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_771,No,Rural,Yes,7,26,Female,Other relative,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_772,No,Rural,No,3,84,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,2018,uniqueid_773,No,Rural,Yes,5,38,Female,Spouse,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_774,No,Rural,Yes,4,19,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_775,No,Rural,No,6,40,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_776,No,Urban,Yes,3,26,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_777,No,Rural,Yes,3,26,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_778,No,Rural,Yes,5,64,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_779,No,Rural,No,4,64,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_780,Yes,Rural,Yes,3,74,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_781,No,Urban,No,6,53,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_782,No,Rural,Yes,2,36,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_783,No,Urban,Yes,7,43,Male,Spouse,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_784,No,Urban,No,5,28,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_785,No,Rural,Yes,4,40,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Kenya,2018,uniqueid_786,No,Rural,Yes,4,44,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_787,No,Rural,No,3,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_788,No,Rural,Yes,5,60,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_789,No,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_790,No,Urban,Yes,3,28,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_791,No,Rural,Yes,6,30,Male,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_792,Yes,Rural,Yes,8,56,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_793,No,Rural,Yes,7,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_794,No,Rural,Yes,8,30,Male,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_795,No,Rural,Yes,4,35,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_796,No,Rural,Yes,6,38,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_797,No,Rural,Yes,2,22,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_798,No,Rural,Yes,6,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_799,No,Rural,Yes,2,49,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_800,No,Urban,No,3,71,Female,Spouse,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_801,No,Urban,Yes,1,56,Female,Head of Household,Married/Living together,Vocational/Specialised training,Farming and Fishing
Kenya,2018,uniqueid_802,No,Rural,No,1,60,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_803,Yes,Urban,Yes,3,27,Female,Head of Household,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_804,Yes,Rural,Yes,4,52,Female,Head of Household,Widowed,No formal education,Self employed
Kenya,2018,uniqueid_805,Yes,Rural,Yes,4,54,Female,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_806,Yes,Rural,Yes,1,64,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_807,No,Urban,Yes,4,28,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_808,Yes,Rural,Yes,1,50,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Kenya,2018,uniqueid_809,No,Rural,Yes,3,43,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_810,Yes,Rural,Yes,2,27,Female,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Kenya,2018,uniqueid_811,No,Rural,No,4,69,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_812,No,Rural,No,3,29,Male,Other relative,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_813,Yes,Urban,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_814,No,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_815,No,Urban,No,2,89,Female,Head of Household,Widowed,Primary education,Government Dependent
Kenya,2018,uniqueid_816,No,Rural,Yes,6,20,Female,Other relative,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_817,No,Rural,No,4,25,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
Kenya,2018,uniqueid_818,No,Rural,No,7,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_819,Yes,Rural,Yes,5,40,Female,Spouse,Married/Living together,Secondary education,Formally employed Government
Kenya,2018,uniqueid_820,Yes,Urban,Yes,1,43,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_821,No,Rural,Yes,7,19,Male,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_822,No,Rural,No,3,20,Female,Spouse,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_823,No,Rural,No,7,55,Male,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_824,No,Rural,Yes,4,95,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_825,No,Rural,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_826,No,Rural,No,7,56,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_827,No,Rural,Yes,1,46,Male,Head of Household,Widowed,Secondary education,Informally employed
Kenya,2018,uniqueid_828,No,Rural,No,4,20,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_829,Yes,Rural,Yes,1,42,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_830,No,Rural,Yes,1,35,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Kenya,2018,uniqueid_831,No,Rural,Yes,3,24,Male,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_832,Yes,Urban,Yes,4,40,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_833,No,Rural,Yes,3,32,Female,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Kenya,2018,uniqueid_834,No,Rural,Yes,3,24,Female,Spouse,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_835,Yes,Urban,Yes,1,21,Male,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,2018,uniqueid_836,No,Rural,Yes,4,19,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_837,No,Rural,No,2,70,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_838,No,Rural,Yes,1,58,Female,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_839,No,Rural,No,10,32,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_840,Yes,Urban,Yes,5,45,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Kenya,2018,uniqueid_841,No,Urban,Yes,1,33,Female,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,2018,uniqueid_842,No,Urban,No,1,69,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_843,No,Urban,Yes,2,19,Female,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_844,Yes,Rural,Yes,6,54,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_845,No,Rural,Yes,3,21,Female,Head of Household,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_846,No,Rural,Yes,5,29,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_847,No,Rural,Yes,6,27,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_848,No,Rural,No,6,16,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_849,No,Urban,Yes,2,21,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_850,Yes,Urban,Yes,1,47,Male,Head of Household,Divorced/Seperated,Primary education,Formally employed Private
Kenya,2018,uniqueid_851,No,Urban,Yes,1,21,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_852,No,Urban,Yes,4,20,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_853,No,Rural,No,2,26,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_854,No,Urban,Yes,3,23,Female,Child,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,2018,uniqueid_855,No,Urban,Yes,3,35,Female,Head of Household,Married/Living together,No formal education,Self employed
Kenya,2018,uniqueid_856,No,Rural,Yes,6,28,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_857,No,Rural,Yes,9,46,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_858,No,Rural,Yes,5,28,Male,Child,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_859,No,Rural,Yes,2,25,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_860,No,Urban,Yes,3,35,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_861,Yes,Urban,Yes,2,42,Male,Head of Household,Married/Living together,Tertiary education,Self employed
Kenya,2018,uniqueid_862,No,Rural,Yes,1,31,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_863,No,Rural,Yes,4,35,Female,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_864,No,Rural,Yes,6,27,Female,Other relative,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_865,No,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Government
Kenya,2018,uniqueid_866,Yes,Urban,Yes,3,35,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_867,Yes,Rural,Yes,8,35,Male,Head of Household,Married/Living together,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_868,Yes,Urban,Yes,1,54,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Kenya,2018,uniqueid_869,No,Urban,No,4,72,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_870,No,Urban,Yes,1,35,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_871,No,Rural,No,2,68,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_872,No,Rural,No,6,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_873,No,Urban,Yes,4,28,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_874,No,Urban,Yes,2,25,Female,Other relative,Married/Living together,Vocational/Specialised training,Self employed
Kenya,2018,uniqueid_875,No,Urban,Yes,3,48,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_876,No,Urban,Yes,6,76,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_877,No,Rural,No,6,45,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_878,Yes,Rural,Yes,2,28,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_879,No,Rural,Yes,8,71,Male,Head of Household,Single/Never Married,No formal education,Remittance Dependent
Kenya,2018,uniqueid_880,No,Rural,Yes,11,19,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_881,No,Rural,Yes,7,22,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_882,No,Rural,Yes,3,59,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_883,No,Rural,Yes,5,22,Female,Other relative,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_884,Yes,Urban,Yes,1,34,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
